episode,train_return,loss,eval_mean_return,eval_std_return
60,-1083.0571307479518,1.4002995491027832,-1574.6547526035436,318.4118125276358
61,-1130.7514955621493,6.246027946472168,,
62,-990.2829943966703,-12.963985443115234,,
63,-771.9407610720264,11.780735969543457,,
64,-1689.0972573270715,-4.7793378829956055,,
65,-1780.2633517878783,-5.624676704406738,,
66,-1675.9007983858771,2.058682918548584,,
67,-915.1757217815706,9.725852012634277,,
68,-877.5840132597804,5.060654163360596,,
69,-900.8278907617292,-17.98052406311035,,
70,-892.6409883777012,-4.450362682342529,-1399.182683039278,389.23705310400135
71,-1417.927822995903,-3.578118324279785,,
72,-1423.5924914342613,-21.52890396118164,,
73,-859.0173476355932,28.364784240722656,,
74,-1609.9263497195948,12.479903221130371,,
75,-1179.5205366958664,0.390291690826416,,
76,-1342.395715530933,-12.576738357543945,,
77,-1286.392925566718,11.266412734985352,,
78,-981.4326637399789,1.8158564567565918,,
79,-1695.1901100750129,26.55211639404297,,
80,-1182.1815811695476,-10.987527847290039,-1461.959872467581,396.9130901635986
81,-999.5710693397401,7.9646406173706055,,
82,-1687.8882735445588,-10.55531120300293,,
83,-934.889763556234,8.322816848754883,,
84,-962.4592748099776,-6.219078063964844,,
85,-1574.6897631633499,6.682885646820068,,
86,-877.8836668893338,7.874455451965332,,
87,-1002.1482566170282,-0.9674806594848633,,
88,-1307.4174215514124,-19.177841186523438,,
89,-982.6204383926254,-9.189376831054688,,
90,-753.03020169396,12.103483200073242,-1122.402667676318,157.99940305064948
91,-1171.0518344048173,5.555939674377441,,
92,-891.2656679029335,-14.623652458190918,,
93,-1866.0456514798786,15.801250457763672,,
94,-1183.4701935321382,-0.5706615447998047,,
95,-980.6895805585909,12.679705619812012,,
96,-881.4166348111502,-8.432379722595215,,
97,-1004.2182958072037,-26.102367401123047,,
98,-1610.9124351841367,-3.923748016357422,,
99,-910.4695377260105,-6.734057426452637,,
100,-1405.1540797622695,0.36188411712646484,-1222.7076454623593,358.3044426352791
101,-1785.948503421062,0.6243224143981934,,
102,-1393.5187834077187,-2.767812728881836,,
103,-993.4524644452675,3.403463125228882,,
104,-1363.1411959461348,-0.2434544563293457,,
105,-796.4654496575049,0.0775824785232544,,
106,-1726.0520789954649,15.345671653747559,,
107,-1163.9702852076382,12.707056045532227,,
108,-1544.5431702429964,3.010812282562256,,
109,-961.9834077974145,-15.103216171264648,,
110,-1460.955918126219,1.3758788108825684,-1020.7733025251243,155.98780348346253
111,-1322.9336842921662,-5.919568061828613,,
112,-1657.1487803247976,-7.0474138259887695,,
113,-1478.9143047163752,-12.250821113586426,,
114,-1165.0596512305142,-4.173402309417725,,
115,-1297.019821607088,2.4072673320770264,,
116,-1460.2555650729855,5.377007961273193,,
117,-1424.7867815224809,3.268935203552246,,
118,-1823.3224716091868,5.056818008422852,,
119,-1548.6319826387758,-6.127242088317871,,
120,-1599.1010454198763,3.731065034866333,-1193.760350396628,302.32297985745885
121,-758.7140888563072,6.920289039611816,,
122,-1183.4355687652485,13.961688995361328,,
123,-983.3093491543989,5.735355854034424,,
124,-1237.4474656346977,-13.095122337341309,,
125,-1297.4289439019183,-12.318717956542969,,
126,-1826.6487251980548,-10.088348388671875,,
127,-1693.9355784816823,19.72887420654297,,
128,-1020.3648601978718,11.267716407775879,,
129,-1039.9248171034203,-6.22483491897583,,
130,-862.2251458728184,-5.190587997436523,-1330.3988694664479,357.57392849351544
131,-1089.8455204413763,3.0103774070739746,,
132,-1434.5614827044735,-5.868122100830078,,
133,-1617.0666792252605,-3.0135583877563477,,
134,-1703.7755351063256,-6.994541168212891,,
135,-916.8545734797382,-9.589027404785156,,
136,-1463.4233331284395,4.045648097991943,,
137,-1448.637239801243,-13.33663558959961,,
138,-1019.8778236929546,-13.837366104125977,,
139,-941.3085295476719,1.0459339618682861,,
140,-1152.3723311744973,-10.60481071472168,-1120.8346559958359,219.2955078960713
141,-960.30147974749,7.310795783996582,,
142,-1719.0491105659398,5.877249717712402,,
143,-869.3984605360464,8.292516708374023,,
144,-1316.874311341974,1.8022305965423584,,
145,-1014.1370387010433,-11.277612686157227,,
146,-1314.02297991356,10.789393424987793,,
147,-1669.8963348873604,1.4887524843215942,,
148,-795.5420810589395,18.33407211303711,,
149,-1684.2440473236682,15.170225143432617,,
150,-1642.3341462095864,5.374553680419922,-989.3508720523192,23.68863235323509
151,-973.6027161876451,-0.440720796585083,,
152,-1276.5778805043046,-22.244352340698242,,
153,-1800.544706946861,8.910053253173828,,
154,-1188.9543400606458,-7.672308921813965,,
155,-986.8740891090426,6.800656795501709,,
156,-1449.82736171159,10.657966613769531,,
157,-1217.2639653337496,-8.68891716003418,,
158,-1799.300910117183,12.550580024719238,,
159,-1340.4926683524736,11.223960876464844,,
160,-882.9329859551355,12.955766677856445,-1132.7855940429208,210.06932942544213
161,-764.9516853483935,-3.4860410690307617,,
162,-1751.8587375125958,-1.0382804870605469,,
163,-1347.5860725935565,-0.9472867250442505,,
164,-1687.157512374995,-7.385594844818115,,
165,-864.1338605724094,-8.83046817779541,,
166,-1000.9233543479473,6.9749064445495605,,
167,-1766.8954435837218,-17.60345458984375,,
168,-1091.365807972628,9.059049606323242,,
169,-880.8834085875412,3.1759047508239746,,
170,-1388.6566715762813,-14.785406112670898,-932.174343764641,40.51502793973971
171,-1522.7326312943808,7.86315393447876,,
172,-1338.5248261476572,6.80980110168457,,
173,-1771.6399574173672,10.451258659362793,,
174,-1642.7350599053436,-2.9939160346984863,,
175,-780.3435943958239,-4.799942970275879,,
176,-1672.2280125586815,-15.053413391113281,,
177,-782.2591227966543,-6.255990505218506,,
178,-1065.6352725546449,9.95002555847168,,
179,-1659.8793217221257,-1.9190839529037476,,
180,-906.2700831891892,-2.6979215145111084,-1339.8580170348555,317.5276947660932
181,-1262.9175120951172,-4.805685997009277,,
182,-1452.2951700883377,16.512388229370117,,
183,-1820.7910664077424,4.954631328582764,,
184,-1827.8468475962957,-5.612113952636719,,
185,-1118.4966285994726,-12.037454605102539,,
186,-907.0329048277328,-17.559791564941406,,
187,-1158.386455846172,-2.2872605323791504,,
188,-1715.3826130815648,-7.522107124328613,,
189,-913.1623785250025,-3.684176445007324,,
190,-896.7960221446377,-11.499370574951172,-1293.3323041703966,159.8029767461469
191,-1636.7210951222194,1.228517770767212,,
192,-986.5234477052027,-7.190518856048584,,
193,-956.3304962496001,-1.9603147506713867,,
194,-1474.237201800579,-0.6185107231140137,,
195,-1814.1899658295533,0.09821951389312744,,
196,-1447.3542542165808,23.37525177001953,,
197,-1781.5587288142156,-2.1293177604675293,,
198,-1313.0493701307787,-0.18607354164123535,,
199,-875.867602103136,8.178361892700195,,
200,-875.271939814223,-3.561232089996338,-1171.5729611866766,395.82773540980696
